relation_id,relation_type,subject_term_id,subject_term,object_term_id,object_term,event_date,source_url,source_type,status,last_updated,notes
R1234,open_source_repository,trm_xai,xAI,trm_gh-repo-xai-org-grok-prompts,GH Repo: xai-org/grok-prompts,,https://github.com/xai-org/grok-prompts,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1235,open_source_repository,trm_xai,xAI,trm_gh-repo-xai-org-xai-cookbook,GH Repo: xai-org/xai-cookbook,,https://github.com/xai-org/xai-cookbook,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1236,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-flyte,GH Repo: mistralai/flyte,,https://github.com/mistralai/flyte,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1237,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-mistral-vibe,GH Repo: mistralai/mistral-vibe,,https://github.com/mistralai/mistral-vibe,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1238,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-agent-client-protocol,GH Repo: mistralai/agent-client-protocol,,https://github.com/mistralai/agent-client-protocol,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1239,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-llm-d-inference-scheduler-public,GH Repo: mistralai/llm-d-inference-scheduler-public,,https://github.com/mistralai/llm-d-inference-scheduler-public,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1240,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-llm-d-kv-cache-manager-public,GH Repo: mistralai/llm-d-kv-cache-manager-public,,https://github.com/mistralai/llm-d-kv-cache-manager-public,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1241,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-gateway-api-inference-extension-public,GH Repo: mistralai/gateway-api-inference-extension-public,,https://github.com/mistralai/gateway-api-inference-extension-public,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1242,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-mistral-evals,GH Repo: mistralai/mistral-evals,,https://github.com/mistralai/mistral-evals,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1243,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-client-ts,GH Repo: mistralai/client-ts,,https://github.com/mistralai/client-ts,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1244,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-sagemaker-docs,GH Repo: mistralai/sagemaker-docs,,https://github.com/mistralai/sagemaker-docs,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1245,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-mistral-common,GH Repo: mistralai/mistral-common,,https://github.com/mistralai/mistral-common,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1246,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-tensorrt-llm,GH Repo: mistralai/TensorRT-LLM,,https://github.com/mistralai/TensorRT-LLM,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1247,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-cookbook,GH Repo: mistralai/cookbook,,https://github.com/mistralai/cookbook,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1248,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-client-js,GH Repo: mistralai/client-js,,https://github.com/mistralai/client-js,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1249,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-client-python,GH Repo: mistralai/client-python,,https://github.com/mistralai/client-python,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1250,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-fastchat-release,GH Repo: mistralai/FastChat-release,,https://github.com/mistralai/FastChat-release,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1251,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-mistral-inference,GH Repo: mistralai/mistral-inference,,https://github.com/mistralai/mistral-inference,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1252,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-vllm-release,GH Repo: mistralai/vllm-release,,https://github.com/mistralai/vllm-release,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1253,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-transformers-release,GH Repo: mistralai/transformers-release,,https://github.com/mistralai/transformers-release,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1254,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-ksanadit,GH Repo: Tencent/KsanaDiT,,https://github.com/Tencent/KsanaDiT,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1255,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-hpc-ops,GH Repo: Tencent/hpc-ops,,https://github.com/Tencent/hpc-ops,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1256,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-finllm-eval,GH Repo: Tencent/finLLM-Eval,,https://github.com/Tencent/finLLM-Eval,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1257,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-yolo-master,GH Repo: Tencent/YOLO-Master,,https://github.com/Tencent/YOLO-Master,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1258,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-wedlm,GH Repo: Tencent/WeDLM,,https://github.com/Tencent/WeDLM,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1259,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-cognitivekernel-pro,GH Repo: Tencent/CognitiveKernel-Pro,,https://github.com/Tencent/CognitiveKernel-Pro,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1260,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-weknora,GH Repo: Tencent/WeKnora,,https://github.com/Tencent/WeKnora,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1261,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-raif,GH Repo: Tencent/RAIF,,https://github.com/Tencent/RAIF,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1262,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-aicgseceval,GH Repo: Tencent/AICGSecEval,,https://github.com/Tencent/AICGSecEval,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1263,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-angelslim,GH Repo: Tencent/AngelSlim,,https://github.com/Tencent/AngelSlim,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1264,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-wildspeech-bench,GH Repo: Tencent/WildSpeech-Bench,,https://github.com/Tencent/WildSpeech-Bench,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1265,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-selfevolvingagent,GH Repo: Tencent/SelfEvolvingAgent,,https://github.com/Tencent/SelfEvolvingAgent,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1266,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-llm-hunyuan-t1,GH Repo: Tencent/llm.hunyuan.T1,,https://github.com/Tencent/llm.hunyuan.T1,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1267,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-haplovlm,GH Repo: Tencent/HaploVLM,,https://github.com/Tencent/HaploVLM,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1268,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-ai-infra-guard,GH Repo: Tencent/AI-Infra-Guard,,https://github.com/Tencent/AI-Infra-Guard,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1269,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-vita,GH Repo: Tencent/VITA,,https://github.com/Tencent/VITA,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1270,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-nf-tencentcloud,GH Repo: Tencent/nf-tencentcloud,,https://github.com/Tencent/nf-tencentcloud,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1271,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-ksanallm,GH Repo: Tencent/KsanaLLM,,https://github.com/Tencent/KsanaLLM,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1272,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-lightdiffusionflow,GH Repo: Tencent/LightDiffusionFlow,,https://github.com/Tencent/LightDiffusionFlow,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1273,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-fast-causal-inference,GH Repo: Tencent/fast-causal-inference,,https://github.com/Tencent/fast-causal-inference,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1274,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-tclainit,GH Repo: Tencent/TClaInit,,https://github.com/Tencent/TClaInit,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1275,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-tencentpretrain,GH Repo: Tencent/TencentPretrain,,https://github.com/Tencent/TencentPretrain,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1276,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-tencentkonasmsuite,GH Repo: Tencent/TencentKonaSMSuite,,https://github.com/Tencent/TencentKonaSMSuite,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1277,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-hel,GH Repo: Tencent/hel,,https://github.com/Tencent/hel,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1278,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-embedx,GH Repo: Tencent/embedx,,https://github.com/Tencent/embedx,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1279,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-tdesign-miniprogram-starter-retail,GH Repo: Tencent/tdesign-miniprogram-starter-retail,,https://github.com/Tencent/tdesign-miniprogram-starter-retail,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1280,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-blazerml-tvm,GH Repo: Tencent/BlazerML-tvm,,https://github.com/Tencent/BlazerML-tvm,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1281,open_source_repository,trm_tencent,Tencent,trm_gh-repo-tencent-tat-agent,GH Repo: Tencent/tat-agent,,https://github.com/Tencent/tat-agent,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1282,open_source_repository,trm_google,Google,trm_gh-repo-google-ml-flashpoint,GH Repo: google/ml-flashpoint,,https://github.com/google/ml-flashpoint,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1283,open_source_repository,trm_google,Google,trm_gh-repo-google-ragvis,GH Repo: google/ragvis,,https://github.com/google/ragvis,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1284,open_source_repository,trm_google,Google,trm_gh-repo-google-pubmed-rag,GH Repo: google/pubmed-rag,,https://github.com/google/pubmed-rag,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1285,open_source_repository,trm_google,Google,trm_gh-repo-google-evt-air-risk-aiaa-scitech-2026,GH Repo: google/evt-air-risk-aiaa-scitech-2026,,https://github.com/google/evt-air-risk-aiaa-scitech-2026,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1286,open_source_repository,trm_google,Google,trm_gh-repo-google-torchax,GH Repo: google/torchax,,https://github.com/google/torchax,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1287,open_source_repository,trm_google,Google,trm_gh-repo-google-llm-sidebar-with-context,GH Repo: google/llm-sidebar-with-context,,https://github.com/google/llm-sidebar-with-context,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1288,open_source_repository,trm_google,Google,trm_gh-repo-google-xrblocks,GH Repo: google/xrblocks,,https://github.com/google/xrblocks,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1289,open_source_repository,trm_google,Google,trm_gh-repo-google-adk-js,GH Repo: google/adk-js,,https://github.com/google/adk-js,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1290,open_source_repository,trm_google,Google,trm_gh-repo-google-saif-data,GH Repo: google/saif-data,,https://github.com/google/saif-data,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1291,open_source_repository,trm_google,Google,trm_gh-repo-google-langextract,GH Repo: google/langextract,,https://github.com/google/langextract,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1292,open_source_repository,trm_google,Google,trm_gh-repo-google-embardiment,GH Repo: google/embardiment,,https://github.com/google/embardiment,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1293,open_source_repository,trm_google,Google,trm_gh-repo-google-hackable-diffusion,GH Repo: google/hackable_diffusion,,https://github.com/google/hackable_diffusion,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1294,open_source_repository,trm_google,Google,trm_gh-repo-google-eclipsa-audio-plugin,GH Repo: google/eclipsa-audio-plugin,,https://github.com/google/eclipsa-audio-plugin,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1295,open_source_repository,trm_google,Google,trm_gh-repo-google-unblocking-detail-caption,GH Repo: google/unblocking-detail-caption,,https://github.com/google/unblocking-detail-caption,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1296,open_source_repository,trm_google,Google,trm_gh-repo-google-adk-web,GH Repo: google/adk-web,,https://github.com/google/adk-web,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1297,open_source_repository,trm_google,Google,trm_gh-repo-google-adk-go,GH Repo: google/adk-go,,https://github.com/google/adk-go,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1298,open_source_repository,trm_google,Google,trm_gh-repo-google-adk-java,GH Repo: google/adk-java,,https://github.com/google/adk-java,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1299,open_source_repository,trm_google,Google,trm_gh-repo-google-sec-gemini,GH Repo: google/sec-gemini,,https://github.com/google/sec-gemini,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1300,open_source_repository,trm_google,Google,trm_gh-repo-google-tunix,GH Repo: google/tunix,,https://github.com/google/tunix,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1301,open_source_repository,trm_google,Google,trm_gh-repo-google-adk-samples,GH Repo: google/adk-samples,,https://github.com/google/adk-samples,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1302,open_source_repository,trm_google,Google,trm_gh-repo-google-adk-docs,GH Repo: google/adk-docs,,https://github.com/google/adk-docs,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1303,open_source_repository,trm_google,Google,trm_gh-repo-google-adk-python,GH Repo: google/adk-python,,https://github.com/google/adk-python,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1304,open_source_repository,trm_google,Google,trm_gh-repo-google-rago,GH Repo: google/rago,,https://github.com/google/rago,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1305,open_source_repository,trm_google,Google,trm_gh-repo-google-mobly-bluetooth-ref-validation,GH Repo: google/mobly-bluetooth-ref-validation,,https://github.com/google/mobly-bluetooth-ref-validation,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1306,open_source_repository,trm_google,Google,trm_gh-repo-google-gemma-unity-plugin,GH Repo: google/gemma-unity-plugin,,https://github.com/google/gemma-unity-plugin,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1307,founded_by,trm_ant-group,Ant Group,trm_jack-ma,Jack Ma,,https://www.wikidata.org/wiki/Q21979415,secondary_reference,candidate,2026-02-12,wikidata_P112
R1308,founded_by,trm_anthropic,Anthropic,trm_chris-olah,Chris Olah,,https://www.wikidata.org/wiki/Q116758847,secondary_reference,candidate,2026-02-12,wikidata_P112
R1309,founded_by,trm_anthropic,Anthropic,trm_jared-kaplan,Jared Kaplan,,https://www.wikidata.org/wiki/Q116758847,secondary_reference,candidate,2026-02-12,wikidata_P112
R1310,founded_by,trm_bytedance,ByteDance,trm_zhang-yiming,Zhang Yiming,,https://www.wikidata.org/wiki/Q55606242,secondary_reference,candidate,2026-02-12,wikidata_P112
R1311,founded_by,trm_deepseek,DeepSeek,trm_liang-wenfeng,Liang Wenfeng,,https://www.wikidata.org/wiki/Q131577453,secondary_reference,candidate,2026-02-12,wikidata_P112
R1312,founded_by,trm_google,Google,trm_sergey-brin,Sergey Brin,,https://www.wikidata.org/wiki/Q95,secondary_reference,candidate,2026-02-12,wikidata_P112
R1313,founded_by,trm_google,Google,trm_larry-page,Larry Page,,https://www.wikidata.org/wiki/Q95,secondary_reference,candidate,2026-02-12,wikidata_P112
R1314,founded_by,trm_iflytek,iFlytek,trm_liu-qingfeng,Liu Qingfeng,,https://www.wikidata.org/wiki/Q4764375,secondary_reference,candidate,2026-02-12,wikidata_P112
R1315,founded_by,trm_jetbrains,JetBrains,trm_sergey-dmitriev,Sergey Dmitriev,,https://www.wikidata.org/wiki/Q1688472,secondary_reference,candidate,2026-02-12,wikidata_P112
R1316,founded_by,trm_jetbrains,JetBrains,trm_valentin-kipyatkov,Valentin Kipyatkov,,https://www.wikidata.org/wiki/Q1688472,secondary_reference,candidate,2026-02-12,wikidata_P112
R1317,founded_by,trm_meta,Meta,trm_eduardo-saverin,Eduardo Saverin,,https://www.wikidata.org/wiki/Q380,secondary_reference,candidate,2026-02-12,wikidata_P112
R1318,founded_by,trm_meta,Meta,trm_dustin-moskovitz,Dustin Moskovitz,,https://www.wikidata.org/wiki/Q380,secondary_reference,candidate,2026-02-12,wikidata_P112
R1319,founded_by,trm_meta,Meta,trm_chris-hughes,Chris Hughes,,https://www.wikidata.org/wiki/Q380,secondary_reference,candidate,2026-02-12,wikidata_P112
R1320,founded_by,trm_meta,Meta,trm_andrew-mccollum,Andrew McCollum,,https://www.wikidata.org/wiki/Q380,secondary_reference,candidate,2026-02-12,wikidata_P112
R1321,founded_by,trm_mistral-ai,Mistral AI,trm_guillaume-lample,Guillaume Lample,,https://www.wikidata.org/wiki/Q119718658,secondary_reference,candidate,2026-02-12,wikidata_P112
R1322,founded_by,trm_mistral-ai,Mistral AI,trm_timoth-e-lacroix,Timothe Lacroix,,https://www.wikidata.org/wiki/Q119718658,secondary_reference,candidate,2026-02-12,wikidata_P112
R1323,founded_by,trm_mistral-ai,Mistral AI,trm_arthur-mensch,Arthur Mensch,,https://www.wikidata.org/wiki/Q119718658,secondary_reference,candidate,2026-02-12,wikidata_P112
R1324,founded_by,trm_openai,OpenAI,trm_elon-musk,Elon Musk,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1325,founded_by,trm_openai,OpenAI,trm_ilya-sutskever,Ilya Sutskever,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1326,founded_by,trm_openai,OpenAI,trm_greg-brockman,Greg Brockman,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1327,founded_by,trm_openai,OpenAI,trm_wojciech-zaremba,Wojciech Zaremba,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1328,founded_by,trm_openai,OpenAI,trm_andrej-karpathy,Andrej Karpathy,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1329,founded_by,trm_openai,OpenAI,trm_john-schulman,John Schulman,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1330,founded_by,trm_openai,OpenAI,trm_trevor-blackwell,Trevor Blackwell,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1331,founded_by,trm_openai,OpenAI,trm_vicki-cheung,Vicki Cheung,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1332,founded_by,trm_openai,OpenAI,trm_diederik-p-kingma,Diederik P. Kingma,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1333,founded_by,trm_openai,OpenAI,trm_pamela-vagata,Pamela Vagata,,https://www.wikidata.org/wiki/Q21708200,secondary_reference,candidate,2026-02-12,wikidata_P112
R1334,founded_by,trm_tencent,Tencent,trm_ma-huateng,Ma Huateng,,https://www.wikidata.org/wiki/Q860580,secondary_reference,candidate,2026-02-12,wikidata_P112
R1335,founded_by,trm_tencent,Tencent,trm_zhang-zhidong,Zhang Zhidong,,https://www.wikidata.org/wiki/Q860580,secondary_reference,candidate,2026-02-12,wikidata_P112
R1336,founded_by,trm_tencent,Tencent,trm_chen-yidan,Chen Yidan,,https://www.wikidata.org/wiki/Q860580,secondary_reference,candidate,2026-02-12,wikidata_P112
R1337,founded_by,trm_tencent,Tencent,trm_daniel-xu,Daniel Xu,,https://www.wikidata.org/wiki/Q860580,secondary_reference,candidate,2026-02-12,wikidata_P112
R1338,founded_by,trm_tencent,Tencent,trm_zeng-liqing,Zeng Liqing,,https://www.wikidata.org/wiki/Q860580,secondary_reference,candidate,2026-02-12,wikidata_P112
R1339,founded_by,trm_waymo,Waymo,trm_sebastian-thrun,Sebastian Thrun,,https://www.wikidata.org/wiki/Q15330,secondary_reference,candidate,2026-02-12,wikidata_P112
R1340,founded_by,trm_waymo,Waymo,trm_anthony-levandowski,Anthony Levandowski,,https://www.wikidata.org/wiki/Q15330,secondary_reference,candidate,2026-02-12,wikidata_P112
R1341,founded_by,trm_xai,xAI,trm_tony-wu,Tony Wu,,https://www.wikidata.org/wiki/Q120599684,secondary_reference,candidate,2026-02-12,wikidata_P112
R1342,founded_by,trm_xai,xAI,trm_igor-babuschkin,Igor Babuschkin,,https://www.wikidata.org/wiki/Q120599684,secondary_reference,candidate,2026-02-12,wikidata_P112
R1344,owned_by,trm_bytedance,ByteDance,trm_zhang-yiming,Zhang Yiming,,https://www.wikidata.org/wiki/Q55606242,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1345,owned_by,trm_deepseek,DeepSeek,trm_high-flyer,High-Flyer,,https://www.wikidata.org/wiki/Q131577453,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1346,owned_by,trm_google,Google,trm_alphabet-inc,Alphabet Inc.,,https://www.wikidata.org/wiki/Q95,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1347,owned_by,trm_jetbrains,JetBrains,trm_jetbrains-n-v,JetBrains N.V.,,https://www.wikidata.org/wiki/Q1688472,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1348,owned_by,trm_meta,Meta,trm_mark-zuckerberg,Mark Zuckerberg,,https://www.wikidata.org/wiki/Q380,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1349,owned_by,trm_meta,Meta,trm_dustin-moskovitz,Dustin Moskovitz,,https://www.wikidata.org/wiki/Q380,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1350,owned_by,trm_meta,Meta,trm_eduardo-saverin,Eduardo Saverin,,https://www.wikidata.org/wiki/Q380,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1351,owned_by,trm_meta,Meta,trm_blackrock,BlackRock,,https://www.wikidata.org/wiki/Q380,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1352,owned_by,trm_minimax,MiniMax,trm_amc-networks-international-central-europe,AMC Networks International Central Europe,,https://www.wikidata.org/wiki/Q1058962,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1353,owned_by,trm_nebius,Nebius,trm_nebius-group,Nebius Group,,https://www.wikidata.org/wiki/Q127688424,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1354,owned_by,trm_tencent,Tencent,trm_ma-huateng,Ma Huateng,,https://www.wikidata.org/wiki/Q860580,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1355,owned_by,trm_tencent,Tencent,trm_myriad-international-holdings,Myriad International Holdings,,https://www.wikidata.org/wiki/Q860580,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1356,owned_by,trm_tencent,Tencent,trm_jpmorgan-chase,JPMorgan Chase,,https://www.wikidata.org/wiki/Q860580,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1357,owned_by,trm_tencent,Tencent,trm_naspers,Naspers,,https://www.wikidata.org/wiki/Q860580,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1358,owned_by,trm_waymo,Waymo,trm_waymo-holding,Waymo Holding,,https://www.wikidata.org/wiki/Q15330,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1359,owned_by,trm_waymo,Waymo,trm_google,Google,,https://www.wikidata.org/wiki/Q15330,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1360,owned_by,trm_waymo,Waymo,trm_alphabet-inc,Alphabet Inc.,,https://www.wikidata.org/wiki/Q15330,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1361,owned_by,trm_xai,xAI,trm_elon-musk,Elon Musk,,https://www.wikidata.org/wiki/Q120599684,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
R1362,owned_by,trm_xai,xAI,trm_kingdom-holding-company,Kingdom Holding Company,,https://www.wikidata.org/wiki/Q120599684,secondary_reference,candidate,2026-02-12,wikidata_P127_or_P749; normalized_from_acquired_by
